molecule,virus,reference,type,pubchem_smiles,obabel_smiles,pubchem_id,similarity_calculated,release
Thalidomide,SARS-COV-2,https://doi.org/10.1101/2020.03.18.20038190,experimental,C1CC(=O)NC(=O)C1N2C(=O)C3=CC=CC=C3C2=O,O=C1CCC(C(=O)N1)N1C(=O)c2c(C1=O)cccc2,5426,0,0.3
Darunavir,SARS-COV-2,https://doi.org/10.1101/2020.03.18.20038190,experimental,CC(C)CN(CC(C(CC1=CC=CC=C1)NC(=O)OC2COC3C2CCO3)O)S(=O)(=O)C4=CC=C(C=C4)N,CC(CN(S(=O)(=O)c1ccc(cc1)N)CC(C(Cc1ccccc1)NC(=O)OC1COC2C1CCO2)O)C,213039,0,0.3
cobicistat,SARS-COV-2,https://doi.org/10.1101/2020.03.18.20038190,experimental,CC(C)C1=NC(=CS1)CN(C)C(=O)NC(CCN2CCOCC2)C(=O)NC(CCC(CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)CC5=CC=CC=C5,O=C(NC(Cc1ccccc1)CCC(Cc1ccccc1)NC(=O)C(NC(=O)N(Cc1csc(n1)C(C)C)C)CCN1CCOCC1)OCc1cncs1,25151504,0,0.3
Thymosin,SARS-COV-2,10.1101/2020.03.18.20038190v2,,CCC(C)C(C(=O)NC(C(C)O)C(=O)NC(C(C)C)C(=O)NC(CCCCN)C(=O)NC(CC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(CCCCN)C(=O)NC(CCC(=O)O)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(CCC(=O)O)C(=O)NC(C(C)C)C(=O)NC(C(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(CCC(=O)O)C(=O)NC(C)C(=O)NC(CCC(=O)O)C(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(C(C)C)NC(=O)C(CC(=O)O)NC(=O)C(C(C)C)NC(=O)C(C)NC(=O)C(C)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(CS)N,NCCCCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)O)CCC(=O)O)C)CCC(=O)O)CCC(=O)O)C(C)C)C(C)C)CCC(=O)O)CCCCN)CCCCN)CCC(=O)O)CCCCN)CC(C)C)CC(=O)O)NC(=O)C(C(C)C)NC(=O)C(C(O)C)NC(=O)C(C(CC)C)NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(C(C)C)NC(=O)C(NC(=O)C(C(C)C)NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(CS)N)CO)CC(=O)O)C)C)CC(=O)O)CO)CO)CCC(=O)O,44286042,0,0.3
hydroxychloroquine,SARS-COV-2,10.1101/2020.03.25.008482v1,,CCN(CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl)CCO,OCCN(CCCC(Nc1ccnc2c1ccc(c2)Cl)C)CC,3652,0,0.3
chloroquine phosphate,SARS-COV-2,10.1101/2020.03.25.008482v1,,CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl.OP(=O)(O)O.OP(=O)(O)O,OP(=O)(O)O.OP(=O)(O)O.CCN(CCCC(Nc1ccnc2c1ccc(c2)Cl)C)CC,64927,0,0.3
Decitabine,SARS-COV-2,10.20944/preprints202003.0279.v1,experimental,C1C(C(OC1N2C=NC(=NC2=O)N)CO)O,OCC1OC(CC1O)n1cnc(nc1=O)N,451668,0,0.3
Omeprazole,SARS-COV-2,10.20944/preprints202003.0279.v1,experimental,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,COc1ccc2c(c1)[nH]c(n2)S(=O)Cc1ncc(c(c1C)OC)C,4594,0,0.3
Icatibant,SARS-COV-2,10.20944/preprints202003.0279.v1,experimental,C1CCC2C(C1)CC(N2C(=O)C3CC4=CC=CC=C4CN3C(=O)C(CO)NC(=O)C(CC5=CC=CS5)NC(=O)CNC(=O)C6CC(CN6C(=O)C7CCCN7C(=O)C(CCCN=C(N)N)NC(=O)C(CCCN=C(N)N)N)O)C(=O)NC(CCCN=C(N)N)C(=O)O,OCC(C(=O)N1Cc2ccccc2CC1C(=O)N1C2CCCCC2CC1C(=O)NC(C(=O)O)CCCN=C(N)N)NC(=O)C(Cc1cccs1)NC(=O)CNC(=O)C1CC(CN1C(=O)C1CCCN1C(=O)C(NC(=O)C(CCCN=C(N)N)N)CCCN=C(N)N)O,6918173,0,0.3
Atazanavir,SARS-COV-2,10.20944/preprints202003.0279.v1,experimental,CC(C)(C)C(C(=O)NC(CC1=CC=CC=C1)C(CN(CC2=CC=C(C=C2)C3=CC=CC=N3)NC(=O)C(C(C)(C)C)NC(=O)OC)O)NC(=O)OC,COC(=O)NC(C(C)(C)C)C(=O)NN(Cc1ccc(cc1)c1ccccn1)CC(C(Cc1ccccc1)NC(=O)C(C(C)(C)C)NC(=O)OC)O,148192,0,0.3
Ceftolozane,SARS-COV-2,10.20944/preprints202003.0279.v1,experimental,CC(C)(C(=O)O)ON=C(C1=NSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)C[N+]4=CC(=C(N4C)N)NC(=O)NCCN)C(=O)[O-],NCCNC(=O)Nc1c[n+](n(c1N)C)CC1=C(C(=O)[O-])N2C(SC1)C(C2=O)NC(=O)C(=NOC(C(=O)O)(C)C)c1nsc(n1)N,53234134,0,0.3
Hesperidin,SARS-COV-2,10.20944/preprints202003.0279.v1,experimental,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC(=C(C=C5)OC)O)O)O)O)O)O)O)O,COc1ccc(cc1O)C1CC(=O)c2c(O1)cc(cc2O)OC1OC(COC2OC(C)C(C(C2O)O)O)C(C(C1O)O)O,10621,0,0.3
Carfilzomib,SARS-COV-2,10.20944/preprints202003.0279.v1,experimental,CC(C)CC(C(=O)C1(CO1)C)NC(=O)C(CC2=CC=CC=C2)NC(=O)C(CC(C)C)NC(=O)C(CCC3=CC=CC=C3)NC(=O)CN4CCOCC4,CC(CC(C(=O)NC(C(=O)NC(C(=O)C1(C)CO1)CC(C)C)Cc1ccccc1)NC(=O)C(NC(=O)CN1CCOCC1)CCc1ccccc1)C,11556711,0,0.3
Oseltamivir,SARS-COV-2,10.1016/j.jaut.2020.102433,experimental,CCC(CC)OC1C=C(CC(C1NC(=O)C)N)C(=O)OCC,CCOC(=O)C1=CC(C(C(C1)N)NC(=O)C)OC(CC)CC,65028,0,0.3
Lopinavir,SARS-COV-2,10.1016/j.jaut.2020.102433,experimental,CC1=C(C(=CC=C1)C)OCC(=O)NC(CC2=CC=CC=C2)C(CC(CC3=CC=CC=C3)NC(=O)C(C(C)C)N4CCCNC4=O)O,O=C(NC(C(CC(Cc1ccccc1)NC(=O)C(N1CCCNC1=O)C(C)C)O)Cc1ccccc1)COc1c(C)cccc1C,92727,0,0.3
Ritonavir,SARS-COV-2,10.1016/j.jaut.2020.102433,experimental,CC(C)C1=NC(=CS1)CN(C)C(=O)NC(C(C)C)C(=O)NC(CC2=CC=CC=C2)CC(C(CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)O,O=C(NC(C(CC(Cc1ccccc1)NC(=O)C(C(C)C)NC(=O)N(Cc1csc(n1)C(C)C)C)O)Cc1ccccc1)OCc1cncs1,392622,0,0.3
Ganciclovir,SARS-COV-2,10.1016/j.jaut.2020.102433,experimental,C1=NC2=C(N1COC(CO)CO)N=C(NC2=O)N,OCC(OCn1cnc2c1nc(N)[nH]c2=O)CO,135398740,0,0.3
Remdesivir,SARS-COV-2,10.1016/j.jaut.2020.102433,experimental,CCC(CC)COC(=O)C(C)NP(=O)(OCC1C(C(C(O1)(C#N)C2=CC=C3N2N=CN=C3N)O)O)OC4=CC=CC=C4,CCC(COC(=O)C(NP(=O)(Oc1ccccc1)OCC1OC(C(C1O)O)(C#N)c1ccc2n1ncnc2N)C)CC,121304016,0,0.3
Chloroquine,SARS-COV-2,10.1016/j.jaut.2020.102433,experimental,CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl,CCN(CCCC(Nc1ccnc2c1ccc(c2)Cl)C)CC,2719,0,0.3
EIDD-2801,SARS-COV-2,10.1016/j.jaut.2020.102433,experimental,CC(C)C(=O)OCC1C(C(C(O1)N2C=CC(=NC2=O)NO)O)O,ONc1ccn(c(=O)n1)C1OC(C(C1O)O)COC(=O)C(C)C,145996610,0,0.3
Cepharanthine,SARS-COV-2,10.20944/preprints202003.0024.v1,computational,CN1CCC2=CC3=C(C4=C2C1CC5=CC=C(C=C5)OC6=C(C=CC(=C6)CC7C8=CC(=C(C=C8CCN7C)OC)O4)OC)OCO3,COc1cc2CCN(C3c2cc1Oc1c2c(CCN(C2Cc2ccc(Oc4cc(C3)ccc4OC)cc2)C)cc2c1OCO2)C,10206,0,0.3
Tegobuvir,SARS-COV-2,10.20944/preprints202003.0024.v1,computational,C1=CC=C(C(=C1)C2=NC3=CN(C=CC3=N2)CC4=NN=C(C=C4)C5=C(C=C(C=C5)C(F)(F)F)C(F)(F)F)F,Fc1ccccc1c1nc2-c(n1)cn(cc2)Cc1ccc(nn1)c1ccc(cc1C(F)(F)F)C(F)(F)F,23649154,0,0.3
Saquinavir,SARS-COV-2,10.20944/preprints202003.0024.v1,computational,CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(C(CC3=CC=CC=C3)NC(=O)C(CC(=O)N)NC(=O)C4=NC5=CC=CC=C5C=C4)O,NC(=O)CC(C(=O)NC(C(CN1CC2CCCCC2CC1C(=O)NC(C)(C)C)O)Cc1ccccc1)NC(=O)c1ccc2c(n1)cccc2,441243,0,0.3
Tipranavir,SARS-COV-2,10.20944/preprints202003.0024.v1,computational,CCCC1(CC(=C(C(=O)O1)C(CC)C2=CC(=CC=C2)NS(=O)(=O)C3=NC=C(C=C3)C(F)(F)F)O)CCC4=CC=CC=C4,CCCC1(CCc2ccccc2)CC(=C(C(=O)O1)C(c1cccc(c1)NS(=O)(=O)c1ccc(cn1)C(F)(F)F)CC)O,54682461,0,0.3
Lonafarnib,SARS-COV-2,10.20944/preprints202003.0024.v1,computational,C1CN(CCC1CC(=O)N2CCC(CC2)C3C4=C(CCC5=C3N=CC(=C5)Br)C=C(C=C4Br)Cl)C(=O)N,Clc1cc(Br)c2c(c1)CCc1c(C2C2CCN(CC2)C(=O)CC2CCN(CC2)C(=O)N)ncc(c1)Br,148195,0,0.3
Filibuvir,SARS-COV-2,10.20944/preprints202003.0024.v1,computational,CCC1=CC(=CC(=N1)CC)CCC2(CC(=C(C(=O)O2)CC3=NN4C(=CC(=NC4=N3)C)C)O)C5CCCC5,CCc1cc(CCC2(CC(=C(C(=O)O2)Cc2nn3c(n2)nc(cc3C)C)O)C2CCCC2)cc(n1)CC,54708673,0,0.3
Olysio,SARS-COV-2,10.20944/preprints202003.0024.v1,computational,CC1=C(C=CC2=C1N=C(C=C2OC3CC4C(C3)C(=O)N(CCCCC=CC5CC5(NC4=O)C(=O)NS(=O)(=O)C6CC6)C)C7=NC(=CS7)C(C)C)OC,COc1ccc2c(c1C)nc(cc2OC1CC2C(C1)C(=O)N(C)CCCCC=CC1C(NC2=O)(C1)C(=O)NS(=O)(=O)C1CC1)c1scc(n1)C(C)C,24873435,0,0.3
Beclabuvir,SARS-COV-2,10.20944/preprints202002.0418.v2,computational,CN1CC2CCC(C1)N2C(=O)C34CC3C5=C(C=CC(=C5)OC)C6=C(C7=C(N6C4)C=C(C=C7)C(=O)NS(=O)(=O)N(C)C)C8CCCCC8,COc1ccc2-c3c(C4CCCCC4)c4c(n3CC3(C(c2c1)C3)C(=O)N1C2CCC1CN(C2)C)cc(cc4)C(=O)NS(=O)(=O)N(C)C,49773361,0,0.3
Saquinavir,SARS-COV-2,10.20944/preprints202002.0418.v2,computational,CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(C(CC3=CC=CC=C3)NC(=O)C(CC(=O)N)NC(=O)C4=NC5=CC=CC=C5C=C4)O,NC(=O)CC(C(=O)NC(C(CN1CC2CCCCC2CC1C(=O)NC(C)(C)C)O)Cc1ccccc1)NC(=O)c1ccc2c(n1)cccc2,441243,0,0.3
Methylprednisolone,SARS-COV-2,10.20944/preprints202002.0418.v2,computational,CC1CC2C3CCC(C3(CC(C2C4(C1=CC(=O)C=C4)C)O)C)(C(=O)CO)O,OCC(=O)C1(O)CCC2C1(C)CC(O)C1C2CC(C2=CC(=O)C=CC12C)C,6741,0,0.3
Thalidomide,SARS-COV-2,10.20944/preprints202002.0418.v2,computational,C1CC(=O)NC(=O)C1N2C(=O)C3=CC=CC=C3C2=O,O=C1CCC(C(=O)N1)N1C(=O)c2c(C1=O)cccc2,5426,0,0.3
Nilotinib,SARS-COV-2,10.20944/preprints202002.0418.v2,computational,CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)C(F)(F)F)N3C=C(N=C3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,Cc1ncn(c1)c1cc(NC(=O)c2ccc(c(c2)Nc2nccc(n2)c2cccnc2)C)cc(c1)C(F)(F)F,644241,0,0.3
Tadalafil,SARS-COV-2,10.20944/preprints202002.0418.v2,computational,CN1CC(=O)N2C(C1=O)CC3=C(C2C4=CC5=C(C=C4)OCO5)NC6=CC=CC=C36,O=C1N(C)CC(=O)N2C1Cc1c(C2c2ccc3c(c2)OCO3)[nH]c2c1cccc2,110635,0,0.3
Lifitegrast,SARS-COV-2,10.20944/preprints202002.0418.v2,computational,CS(=O)(=O)C1=CC=CC(=C1)CC(C(=O)O)NC(=O)C2=C(C=C3CN(CCC3=C2Cl)C(=O)C4=CC5=C(C=C4)C=CO5)Cl,OC(=O)C(NC(=O)c1c(Cl)cc2c(c1Cl)CCN(C2)C(=O)c1ccc2c(c1)occ2)Cc1cccc(c1)S(=O)(=O)C,11965427,0,0.3
Digitoxin,SARS-COV-2,10.20944/preprints202002.0418.v2,computational,CC1C(C(CC(O1)OC2C(OC(CC2O)OC3C(OC(CC3O)OC4CCC5(C(C4)CCC6C5CCC7(C6(CCC7C8=CC(=O)OC8)O)C)C)C)C)O)O,O=C1OCC(=C1)C1CCC2(C1(C)CCC1C2CCC2C1(C)CCC(C2)OC1CC(O)C(C(O1)C)OC1CC(O)C(C(O1)C)OC1CC(O)C(C(O1)C)O)O,441207,0,0.3
Tirilazad,SARS-COV-2,10.20944/preprints202002.0418.v2,computational,CC1CC2C3CCC4=CC(=O)C=CC4(C3=CCC2(C1C(=O)CN5CCN(CC5)C6=NC(=NC(=C6)N7CCCC7)N8CCCC8)C)C,O=C1C=CC2(C(=C1)CCC1C2=CCC2(C1CC(C2C(=O)CN1CCN(CC1)c1cc(nc(n1)N1CCCC1)N1CCCC1)C)C)C,104903,0,0.3
Danoprevir,SARS-COV-2,10.1101/2020.03.22.20034041,experimental,CC(C)(C)OC(=O)NC1CCCCCC=CC2CC2(NC(=O)C3CC(CN3C1=O)OC(=O)N4CC5=C(C4)C(=CC=C5)F)C(=O)NS(=O)(=O)C6CC6,O=C(OC(C)(C)C)NC1CCCCCC=CC2C(NC(=O)C3N(C1=O)CC(C3)OC(=O)N1Cc3c(C1)cccc3F)(C2)C(=O)NS(=O)(=O)C1CC1,11285588,0,0.3
Ritonavir,SARS-COV-2,10.1101/2020.03.22.20034041,experimental,CC(C)C1=NC(=CS1)CN(C)C(=O)NC(C(C)C)C(=O)NC(CC2=CC=CC=C2)CC(C(CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)O,O=C(NC(C(CC(Cc1ccccc1)NC(=O)C(C(C)C)NC(=O)N(Cc1csc(n1)C(C)C)C)O)Cc1ccccc1)OCc1cncs1,392622,0,0.3
Catechin Gallate,SARS,10.2147/IJN.S31379,experimental,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O,Oc1cc(O)c2c(c1)OC(C(C2)OC(=O)c1cc(O)c(c(c1)O)O)c1ccc(c(c1)O)O,6419835,0,0.3
Gallocatechin Gallate,SARS,10.2147/IJN.S31379,experimental,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O,Oc1cc(O)c2c(c1)OC(C(C2)OC(=O)c1cc(O)c(c(c1)O)O)c1cc(O)c(c(c1)O)O,199472,0,0.3
Lopinavir,SARS/MERS,10.1016/j.antiviral.2013.08.015,experimental,CC1=C(C(=CC=C1)C)OCC(=O)NC(CC2=CC=CC=C2)C(CC(CC3=CC=CC=C3)NC(=O)C(C(C)C)N4CCCNC4=O)O,O=C(NC(C(CC(Cc1ccccc1)NC(=O)C(N1CCCNC1=O)C(C)C)O)Cc1ccccc1)COc1c(C)cccc1C,92727,0,0.3
Ritonavir,SARS/MERS,10.1016/j.antiviral.2013.08.015,experimental,CC(C)C1=NC(=CS1)CN(C)C(=O)NC(C(C)C)C(=O)NC(CC2=CC=CC=C2)CC(C(CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)O,O=C(NC(C(CC(Cc1ccccc1)NC(=O)C(C(C)C)NC(=O)N(Cc1csc(n1)C(C)C)C)O)Cc1ccccc1)OCc1cncs1,392622,0,0.3
Losartan,SARS-CoV-2,10.1002/ddr.21656,experimental,CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)CO)Cl,CCCCc1nc(c(n1Cc1ccc(cc1)c1ccccc1c1n[nH]nn1)CO)Cl,3961,0,0.3
Telmisartan,SARS-CoV-2,10.1002/ddr.21656,experimental,CCCC1=NC2=C(N1CC3=CC=C(C=C3)C4=CC=CC=C4C(=O)O)C=C(C=C2C)C5=NC6=CC=CC=C6N5C,CCCc1nc2c(n1Cc1ccc(cc1)c1ccccc1C(=O)O)cc(cc2C)c1nc2c(n1C)cccc2,65999,0,0.3
Chloroquine,SARS-CoV-2,10.1002/ddr.21656,experimental,CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl,CCN(CCCC(Nc1ccnc2c1ccc(c2)Cl)C)CC,2719,0,0.3
Favipiravir,SARS-CoV-2,10.1002/ddr.21656,experimental,C1=C(N=C(C(=O)N1)C(=O)N)F,Fc1c[nH]c(=O)c(n1)C(=O)N,492405,0,0.3
Remdesivir,SARS-CoV-2,10.1002/ddr.21656,experimental,CCC(CC)COC(=O)C(C)NP(=O)(OCC1C(C(C(O1)(C#N)C2=CC=C3N2N=CN=C3N)O)O)OC4=CC=CC=C4,CCC(COC(=O)C(NP(=O)(Oc1ccccc1)OCC1OC(C(C1O)O)(C#N)c1ccc2n1ncnc2N)C)CC,121304016,0,0.3
Lopinavir,SARS-COV-2,10.31219/osf.io/hczra,experimental,CC1=C(C(=CC=C1)C)OCC(=O)NC(CC2=CC=CC=C2)C(CC(CC3=CC=CC=C3)NC(=O)C(C(C)C)N4CCCNC4=O)O,O=C(NC(C(CC(Cc1ccccc1)NC(=O)C(N1CCCNC1=O)C(C)C)O)Cc1ccccc1)COc1c(C)cccc1C,92727,0,0.3
Ritonavir,SARS-COV-2,10.31219/osf.io/hczra,experimental,CC(C)C1=NC(=CS1)CN(C)C(=O)NC(C(C)C)C(=O)NC(CC2=CC=CC=C2)CC(C(CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)O,O=C(NC(C(CC(Cc1ccccc1)NC(=O)C(C(C)C)NC(=O)N(Cc1csc(n1)C(C)C)C)O)Cc1ccccc1)OCc1cncs1,392622,0,0.3
Atazanavir,SARS-COV-2,10.31219/osf.io/hczra,experimental,CC(C)(C)C(C(=O)NC(CC1=CC=CC=C1)C(CN(CC2=CC=C(C=C2)C3=CC=CC=N3)NC(=O)C(C(C)(C)C)NC(=O)OC)O)NC(=O)OC,COC(=O)NC(C(C)(C)C)C(=O)NN(Cc1ccc(cc1)c1ccccn1)CC(C(Cc1ccccc1)NC(=O)C(C(C)(C)C)NC(=O)OC)O,148192,0,0.3
Carfilzomib,SARS-COV-2,10.31219/osf.io/hczra,experimental,CC(C)CC(C(=O)C1(CO1)C)NC(=O)C(CC2=CC=CC=C2)NC(=O)C(CC(C)C)NC(=O)C(CCC3=CC=CC=C3)NC(=O)CN4CCOCC4,CC(CC(C(=O)NC(C(=O)NC(C(=O)C1(C)CO1)CC(C)C)Cc1ccccc1)NC(=O)C(NC(=O)CN1CCOCC1)CCc1ccccc1)C,11556711,0,0.3
Cobicistat,SARS-COV-2,10.31219/osf.io/hczra,experimental,CC(C)C1=NC(=CS1)CN(C)C(=O)NC(CCN2CCOCC2)C(=O)NC(CCC(CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)CC5=CC=CC=C5,O=C(NC(Cc1ccccc1)CCC(Cc1ccccc1)NC(=O)C(NC(=O)N(Cc1csc(n1)C(C)C)C)CCN1CCOCC1)OCc1cncs1,25151504,0,0.3
Ombitasvir,SARS-COV-2,10.31219/osf.io/hczra,experimental,CC(C)C(C(=O)N1CCCC1C(=O)NC2=CC=C(C=C2)C3CCC(N3C4=CC=C(C=C4)C(C)(C)C)C5=CC=C(C=C5)NC(=O)C6CCCN6C(=O)C(C(C)C)NC(=O)OC)NC(=O)OC,COC(=O)NC(C(=O)N1CCCC1C(=O)Nc1ccc(cc1)C1CCC(N1c1ccc(cc1)C(C)(C)C)c1ccc(cc1)NC(=O)C1CCCN1C(=O)C(C(C)C)NC(=O)OC)C(C)C,54767916,0,0.3
Lopinavir,SARS,10.1007+s10156-003-0296-9,experimental,CC1=C(C(=CC=C1)C)OCC(=O)NC(CC2=CC=CC=C2)C(CC(CC3=CC=CC=C3)NC(=O)C(C(C)C)N4CCCNC4=O)O,O=C(NC(C(CC(Cc1ccccc1)NC(=O)C(N1CCCNC1=O)C(C)C)O)Cc1ccccc1)COc1c(C)cccc1C,92727,0,0.3
Ritonavir,SARS,10.1007+s10156-003-0296-9,experimental,CC(C)C1=NC(=CS1)CN(C)C(=O)NC(C(C)C)C(=O)NC(CC2=CC=CC=C2)CC(C(CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)O,O=C(NC(C(CC(Cc1ccccc1)NC(=O)C(C(C)C)NC(=O)N(Cc1csc(n1)C(C)C)C)O)Cc1ccccc1)OCc1cncs1,392622,0,0.3
Ribavirin,SARS,10.1007+s10156-003-0296-9,experimental,C1=NC(=NN1C2C(C(C(O2)CO)O)O)C(=O)N,OCC1OC(C(C1O)O)n1cnc(n1)C(=O)N,37542,0,0.3
Glycyrrhizin,SARS,10.1007+s10156-003-0296-9,experimental,CC1(C2CCC3(C(C2(CCC1OC4C(C(C(C(O4)C(=O)O)O)O)OC5C(C(C(C(O5)C(=O)O)O)O)O)C)C(=O)C=C6C3(CCC7(C6CC(CC7)(C)C(=O)O)C)C)C)C,OC1C(OC2OC(C(=O)O)C(C(C2O)O)O)C(OC(C1O)C(=O)O)OC1CCC2(C(C1(C)C)CCC1(C2C(=O)C=C2C1(C)CCC1(C2CC(C)(CC1)C(=O)O)C)C)C,14982,0,0.3
Chlorpromazine,MERS,10.1016/j.onehlt.2016.12.001,experimental,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl,CN(CCCN1c2ccccc2Sc2c1cc(Cl)cc2)C,2726,0,0.3
Chloroquine,MERS,10.1016/j.onehlt.2016.12.001,experimental,CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl,CCN(CCCC(Nc1ccnc2c1ccc(c2)Cl)C)CC,2719,0,0.3
Beclabuvir,SARS-COV-2,10.20944/preprints202002.0418.v2,computational,CN1CC2CCC(C1)N2C(=O)C34CC3C5=C(C=CC(=C5)OC)C6=C(C7=C(N6C4)C=C(C=C7)C(=O)NS(=O)(=O)N(C)C)C8CCCCC8,COc1ccc2-c3c(C4CCCCC4)c4c(n3CC3(C(c2c1)C3)C(=O)N1C2CCC1CN(C2)C)cc(cc4)C(=O)NS(=O)(=O)N(C)C,49773361,0,0.3
Saquinavir,SARS-COV-2,10.20944/preprints202002.0418.v2,computational,CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(C(CC3=CC=CC=C3)NC(=O)C(CC(=O)N)NC(=O)C4=NC5=CC=CC=C5C=C4)O,NC(=O)CC(C(=O)NC(C(CN1CC2CCCCC2CC1C(=O)NC(C)(C)C)O)Cc1ccccc1)NC(=O)c1ccc2c(n1)cccc2,441243,0,0.3
Methylprednisolone,SARS-COV-2,10.20944/preprints202002.0418.v2,computational,CC1CC2C3CCC(C3(CC(C2C4(C1=CC(=O)C=C4)C)O)C)(C(=O)CO)O,OCC(=O)C1(O)CCC2C1(C)CC(O)C1C2CC(C2=CC(=O)C=CC12C)C,6741,0,0.3
Thalidomide,SARS-COV-2,10.20944/preprints202002.0418.v2,computational,C1CC(=O)NC(=O)C1N2C(=O)C3=CC=CC=C3C2=O,O=C1CCC(C(=O)N1)N1C(=O)c2c(C1=O)cccc2,5426,0,0.3
Nilotinib,SARS-COV-2,10.20944/preprints202002.0418.v2,computational,CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)C(F)(F)F)N3C=C(N=C3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,Cc1ncn(c1)c1cc(NC(=O)c2ccc(c(c2)Nc2nccc(n2)c2cccnc2)C)cc(c1)C(F)(F)F,644241,0,0.3
Tadalafil,SARS-COV-2,10.20944/preprints202002.0418.v2,computational,CN1CC(=O)N2C(C1=O)CC3=C(C2C4=CC5=C(C=C4)OCO5)NC6=CC=CC=C36,O=C1N(C)CC(=O)N2C1Cc1c(C2c2ccc3c(c2)OCO3)[nH]c2c1cccc2,110635,0,0.3
Lifitegrast,SARS-COV-2,10.20944/preprints202002.0418.v2,computational,CS(=O)(=O)C1=CC=CC(=C1)CC(C(=O)O)NC(=O)C2=C(C=C3CN(CCC3=C2Cl)C(=O)C4=CC5=C(C=C4)C=CO5)Cl,OC(=O)C(NC(=O)c1c(Cl)cc2c(c1Cl)CCN(C2)C(=O)c1ccc2c(c1)occ2)Cc1cccc(c1)S(=O)(=O)C,11965427,0,0.3
Digitoxin,SARS-COV-2,10.20944/preprints202002.0418.v2,computational,CC1C(C(CC(O1)OC2C(OC(CC2O)OC3C(OC(CC3O)OC4CCC5(C(C4)CCC6C5CCC7(C6(CCC7C8=CC(=O)OC8)O)C)C)C)C)O)O,O=C1OCC(=C1)C1CCC2(C1(C)CCC1C2CCC2C1(C)CCC(C2)OC1CC(O)C(C(O1)C)OC1CC(O)C(C(O1)C)OC1CC(O)C(C(O1)C)O)O,441207,0,0.3
Tirilazad,SARS-COV-2,10.20944/preprints202002.0418.v2,computational,CC1CC2C3CCC4=CC(=O)C=CC4(C3=CCC2(C1C(=O)CN5CCN(CC5)C6=NC(=NC(=C6)N7CCCC7)N8CCCC8)C)C,O=C1C=CC2(C(=C1)CCC1C2=CCC2(C1CC(C2C(=O)CN1CCN(CC1)c1cc(nc(n1)N1CCCC1)N1CCCC1)C)C)C,104903,0,0.3
Cepharanthine,SARS-COV-2,10.20944/preprints202003.0024.v1,computational,CN1CCC2=CC3=C(C4=C2C1CC5=CC=C(C=C5)OC6=C(C=CC(=C6)CC7C8=CC(=C(C=C8CCN7C)OC)O4)OC)OCO3,COc1cc2CCN(C3c2cc1Oc1c2c(CCN(C2Cc2ccc(Oc4cc(C3)ccc4OC)cc2)C)cc2c1OCO2)C,10206,0,0.3
